Tamanho,Tempo,Algoritmo
244,0.0049019480029528495,Força Bruta
244,0.0007851759983168449,Divisão e Conquista
244,0.0030644029975519516,Força Bruta
244,0.0007616240000061225,Divisão e Conquista
244,0.003079484002228128,Força Bruta
244,0.0007339189978665672,Divisão e Conquista
244,0.0037824600003659725,Força Bruta
244,0.0017612849987926893,Divisão e Conquista
244,0.004158677002124023,Força Bruta
244,0.0008151679976435844,Divisão e Conquista
244,0.0033668420001049526,Força Bruta
244,0.0007640740004717372,Divisão e Conquista
244,0.0030892969989508856,Força Bruta
244,0.0008586740004830062,Divisão e Conquista
244,0.003460670999629656,Força Bruta
244,0.0007711879989074077,Divisão e Conquista
244,0.0030725940014235675,Força Bruta
244,0.0007505409994337242,Divisão e Conquista
244,0.003073224997933721,Força Bruta
244,0.0007773860015731771,Divisão e Conquista
244,0.003089582001848612,Força Bruta
244,0.0007436619998770766,Divisão e Conquista
244,0.004798523001227295,Força Bruta
244,0.0007721090005361475,Divisão e Conquista
244,0.0030792299985478166,Força Bruta
244,0.0007587879990751389,Divisão e Conquista
253,0.0032984429999487475,Força Bruta
253,0.0008173239984898828,Divisão e Conquista
253,0.003712462003022665,Força Bruta
253,0.0021830699988640845,Divisão e Conquista
253,0.003493300002446631,Força Bruta
253,0.00081517600119696,Divisão e Conquista
253,0.0033075060018745717,Força Bruta
253,0.000806558000476798,Divisão e Conquista
253,0.0032880699982342776,Força Bruta
253,0.0008055489997786935,Divisão e Conquista
253,0.004663537001761142,Força Bruta
253,0.000814341998193413,Divisão e Conquista
253,0.003293008998298319,Força Bruta
253,0.000807627999165561,Divisão e Conquista
253,0.00331057800212875,Força Bruta
253,0.0007981799972185399,Divisão e Conquista
253,0.0034480229987821076,Força Bruta
253,0.0007956779991218355,Divisão e Conquista
253,0.003852827998343855,Força Bruta
253,0.0007503890010411851,Divisão e Conquista
253,0.003292386001703562,Força Bruta
253,0.0008225900019169785,Divisão e Conquista
253,0.003296788996522082,Força Bruta
253,0.0008276919979834929,Divisão e Conquista
253,0.003507600999000715,Força Bruta
253,0.0014311030026874505,Divisão e Conquista
262,0.003764221997698769,Força Bruta
262,0.000842973000544589,Divisão e Conquista
262,0.0035559759999159724,Força Bruta
262,0.0008468560008623172,Divisão e Conquista
262,0.003588242001569597,Força Bruta
262,0.0022197099970071577,Divisão e Conquista
262,0.0037540150005952455,Força Bruta
262,0.0010488830012036487,Divisão e Conquista
262,0.003578667001420399,Força Bruta
262,0.0009064280020538718,Divisão e Conquista
262,0.0035580649964686017,Força Bruta
262,0.0008535880006093066,Divisão e Conquista
262,0.0041738299987628125,Força Bruta
262,0.0011713659987435676,Divisão e Conquista
262,0.0038013240009604488,Força Bruta
262,0.0008331950011779554,Divisão e Conquista
262,0.00358354400304961,Força Bruta
262,0.0008580419998907018,Divisão e Conquista
262,0.0037762710016977508,Força Bruta
262,0.001098143999115564,Divisão e Conquista
262,0.0037763889995403588,Força Bruta
262,0.0008404920008615591,Divisão e Conquista
262,0.0035831210007017944,Força Bruta
262,0.0008373050004593097,Divisão e Conquista
262,0.0035791370028164238,Força Bruta
262,0.0010059529995487537,Divisão e Conquista
271,0.004155423001066083,Força Bruta
271,0.0009296360003645532,Divisão e Conquista
271,0.003877652998198755,Força Bruta
271,0.0008943049979279749,Divisão e Conquista
271,0.003878153998812195,Força Bruta
271,0.0008762719990045298,Divisão e Conquista
271,0.0047413949978363235,Força Bruta
271,0.0009251760020561051,Divisão e Conquista
271,0.003853443002299173,Força Bruta
271,0.0009177179999824148,Divisão e Conquista
271,0.0038558289998036344,Força Bruta
271,0.0008893070007616188,Divisão e Conquista
271,0.005868478001502808,Força Bruta
271,0.000879887997143669,Divisão e Conquista
271,0.004080816001078347,Força Bruta
271,0.0008872270009305794,Divisão e Conquista
271,0.003860273998725461,Força Bruta
271,0.0008726909982215147,Divisão e Conquista
271,0.005084866999823134,Força Bruta
271,0.0008714430005056784,Divisão e Conquista
271,0.0038703120007994585,Força Bruta
271,0.0008942010026657954,Divisão e Conquista
271,0.00387750300069456,Força Bruta
271,0.0008986639986687806,Divisão e Conquista
271,0.005617165003059199,Força Bruta
271,0.0009296329990320373,Divisão e Conquista
280,0.004286332998162834,Força Bruta
280,0.000928191002458334,Divisão e Conquista
280,0.004156128001341131,Força Bruta
280,0.0008758710027905181,Divisão e Conquista
280,0.006196104997798102,Força Bruta
280,0.0009189480006170925,Divisão e Conquista
280,0.004207674999634037,Força Bruta
280,0.0009368920000270009,Divisão e Conquista
280,0.004161081000347622,Força Bruta
280,0.0010533079985179938,Divisão e Conquista
280,0.00458828300179448,Força Bruta
280,0.0009381370000483003,Divisão e Conquista
280,0.004181218999292469,Força Bruta
280,0.0008938099999795668,Divisão e Conquista
280,0.004546524000033969,Força Bruta
280,0.001130699001805624,Divisão e Conquista
280,0.00453049800125882,Força Bruta
280,0.0009290230009355582,Divisão e Conquista
280,0.004310440999688581,Força Bruta
280,0.0008915200014598668,Divisão e Conquista
280,0.00426077599695418,Força Bruta
280,0.0019523670016496908,Divisão e Conquista
280,0.0054712749988539144,Força Bruta
280,0.000891396000952227,Divisão e Conquista
280,0.004174263998720562,Força Bruta
280,0.0008768820007389877,Divisão e Conquista
289,0.004587193001498235,Força Bruta
289,0.0018099089975294191,Divisão e Conquista
289,0.004666093998821452,Força Bruta
289,0.0009649189996707719,Divisão e Conquista
289,0.004466520000278251,Força Bruta
289,0.0009931909989973065,Divisão e Conquista
289,0.005321513999660965,Força Bruta
289,0.0009138610002992209,Divisão e Conquista
289,0.004465182999410899,Força Bruta
289,0.0009311070025432855,Divisão e Conquista
289,0.004566421997878933,Força Bruta
289,0.0009997320012189448,Divisão e Conquista
289,0.005488107999553904,Força Bruta
289,0.0008662670006742701,Divisão e Conquista
289,0.004443768000783166,Força Bruta
289,0.0009485580012551509,Divisão e Conquista
289,0.004565700000966899,Força Bruta
289,0.0009276320015487727,Divisão e Conquista
289,0.004728104002424516,Força Bruta
289,0.0009758499982126523,Divisão e Conquista
289,0.0044436339994717855,Força Bruta
289,0.0009146240008703899,Divisão e Conquista
289,0.004676283999287989,Força Bruta
289,0.000936740998440655,Divisão e Conquista
289,0.004563161000987748,Força Bruta
289,0.0009408410005562473,Divisão e Conquista
298,0.004775295998115325,Força Bruta
298,0.0009927639985107817,Divisão e Conquista
298,0.006768266997823957,Força Bruta
298,0.0009182989997498225,Divisão e Conquista
298,0.0047493910024059005,Força Bruta
298,0.0009019020035339054,Divisão e Conquista
298,0.0047586799992132,Força Bruta
298,0.0011455549974925816,Divisão e Conquista
298,0.005029776999435853,Força Bruta
298,0.0009782540000742301,Divisão e Conquista
298,0.0047542770007567015,Força Bruta
298,0.0009429800011275802,Divisão e Conquista
298,0.005406735999713419,Força Bruta
298,0.0012370889999147039,Divisão e Conquista
298,0.00475791200005915,Força Bruta
298,0.000961560999712674,Divisão e Conquista
298,0.004747615002997918,Força Bruta
298,0.000947754000662826,Divisão e Conquista
298,0.00643841000055545,Força Bruta
298,0.001002740998956142,Divisão e Conquista
298,0.004750412997964304,Força Bruta
298,0.0009902520032483153,Divisão e Conquista
298,0.0050675490019784775,Força Bruta
298,0.002059320999251213,Divisão e Conquista
298,0.004992252001102315,Força Bruta
298,0.0010010719997808337,Divisão e Conquista
307,0.0050507009982538875,Força Bruta
307,0.0010017970016633626,Divisão e Conquista
307,0.005728297001041938,Força Bruta
307,0.000987104998785071,Divisão e Conquista
307,0.0050716749974526465,Força Bruta
307,0.000934790001338115,Divisão e Conquista
307,0.005172172001039144,Força Bruta
307,0.002935848999186419,Divisão e Conquista
307,0.005080195998743875,Força Bruta
307,0.0009467919990129303,Divisão e Conquista
307,0.005065396999270888,Força Bruta
307,0.000964956998359412,Divisão e Conquista
307,0.0055293499972322024,Força Bruta
307,0.0009392489992023911,Divisão e Conquista
307,0.005198809998546494,Força Bruta
307,0.0009375939989695325,Divisão e Conquista
307,0.005470111002068734,Força Bruta
307,0.0011092469976574648,Divisão e Conquista
307,0.005275946998153813,Força Bruta
307,0.0009849899979599286,Divisão e Conquista
307,0.005063946999143809,Força Bruta
307,0.0009615510025469121,Divisão e Conquista
307,0.006483739998657256,Força Bruta
307,0.0009552659976179712,Divisão e Conquista
307,0.005067676000180654,Força Bruta
307,0.0009500009982730262,Divisão e Conquista
316,0.005652571999235079,Força Bruta
316,0.001070988000719808,Divisão e Conquista
316,0.005987959997582948,Força Bruta
316,0.0009827719986787997,Divisão e Conquista
316,0.005465150999953039,Força Bruta
316,0.0009848849986155983,Divisão e Conquista
316,0.006970970000111265,Força Bruta
316,0.000996671002212679,Divisão e Conquista
316,0.005418249998911051,Força Bruta
316,0.0009935630005202256,Divisão e Conquista
316,0.005817023997224169,Força Bruta
316,0.001084068000636762,Divisão e Conquista
316,0.005468275001476286,Força Bruta
316,0.000978876996668987,Divisão e Conquista
316,0.005556537998927524,Força Bruta
316,0.0010082799999509007,Divisão e Conquista
316,0.005599249998340383,Força Bruta
316,0.0010162600010517053,Divisão e Conquista
316,0.005416386000433704,Força Bruta
316,0.0010186790022999048,Divisão e Conquista
316,0.0066594799973245244,Força Bruta
316,0.0010574789994279854,Divisão e Conquista
316,0.005412118000094779,Força Bruta
316,0.0009311139983765315,Divisão e Conquista
316,0.005554291998123517,Força Bruta
316,0.0012685709989455063,Divisão e Conquista
325,0.005748837000282947,Força Bruta
325,0.0010470140005054418,Divisão e Conquista
325,0.0057506519988237415,Força Bruta
325,0.0011947430029977113,Divisão e Conquista
325,0.006027217998052947,Força Bruta
325,0.0009752459991432261,Divisão e Conquista
325,0.005749061001552036,Força Bruta
325,0.0009401259994774591,Divisão e Conquista
325,0.006346146001305897,Força Bruta
325,0.001047386002028361,Divisão e Conquista
325,0.005758471997978631,Força Bruta
325,0.0010273830012010876,Divisão e Conquista
325,0.008163089001754997,Força Bruta
325,0.0009902120000333525,Divisão e Conquista
325,0.005762892000348074,Força Bruta
325,0.0010449280016473494,Divisão e Conquista
325,0.006174610000016401,Força Bruta
325,0.0010576509994280059,Divisão e Conquista
325,0.005853973001649138,Força Bruta
325,0.0010590659985609818,Divisão e Conquista
325,0.005937010002526222,Força Bruta
325,0.0017531150006107055,Divisão e Conquista
325,0.005935956000030274,Força Bruta
325,0.0009923489997163415,Divisão e Conquista
325,0.005756599002779694,Força Bruta
325,0.0010209059983026236,Divisão e Conquista
334,0.00841515800129855,Força Bruta
334,0.001085635998606449,Divisão e Conquista
334,0.006117872999311658,Força Bruta
334,0.0011620580007729586,Divisão e Conquista
334,0.00908252299996093,Força Bruta
334,0.0010074769998027477,Divisão e Conquista
334,0.006318496998574119,Força Bruta
334,0.0011853229989355896,Divisão e Conquista
334,0.006534044998261379,Força Bruta
334,0.0010320799992769025,Divisão e Conquista
334,0.006109368998295395,Força Bruta
334,0.001196170000184793,Divisão e Conquista
334,0.006375384997227229,Força Bruta
334,0.0009983310010284185,Divisão e Conquista
334,0.006102998002461391,Força Bruta
334,0.001001444998109946,Divisão e Conquista
334,0.006574854000064079,Força Bruta
334,0.0010712670009525027,Divisão e Conquista
334,0.006127388998720562,Força Bruta
334,0.0011027789987565484,Divisão e Conquista
334,0.007656394001969602,Força Bruta
334,0.0010584339979686774,Divisão e Conquista
334,0.00613727900054073,Força Bruta
334,0.001016848000290338,Divisão e Conquista
334,0.013731186001677997,Força Bruta
334,0.001045862001774367,Divisão e Conquista
343,0.006750259002728853,Força Bruta
343,0.0010698320002120454,Divisão e Conquista
343,0.006594063997908961,Força Bruta
343,0.0010923659974650946,Divisão e Conquista
343,0.008560079997550929,Força Bruta
343,0.0011895280003955122,Divisão e Conquista
343,0.006614892998186406,Força Bruta
343,0.0010643120003805961,Divisão e Conquista
343,0.006898800002090866,Força Bruta
343,0.0010466800013091415,Divisão e Conquista
343,0.0066080739998142235,Força Bruta
343,0.0010477460018591955,Divisão e Conquista
343,0.006861516001663404,Força Bruta
343,0.0012826359998143744,Divisão e Conquista
343,0.006544951000250876,Força Bruta
343,0.0010669670009519905,Divisão e Conquista
343,0.006617003000428667,Força Bruta
343,0.0013384269987000152,Divisão e Conquista
343,0.006458822001150111,Força Bruta
343,0.001069885001925286,Divisão e Conquista
343,0.0065704439984983765,Força Bruta
343,0.0011422379975556396,Divisão e Conquista
343,0.006891750999784563,Força Bruta
343,0.0010892129976127762,Divisão e Conquista
343,0.006644330998824444,Força Bruta
343,0.001304990000789985,Divisão e Conquista
352,0.0069588320002367254,Força Bruta
352,0.001087810000171885,Divisão e Conquista
352,0.006978837998758536,Força Bruta
352,0.0013725319986406248,Divisão e Conquista
352,0.006906211001478368,Força Bruta
352,0.0011122759970021434,Divisão e Conquista
352,0.00833381599659333,Força Bruta
352,0.0012400369996612426,Divisão e Conquista
352,0.007675146000110544,Força Bruta
352,0.001125372997194063,Divisão e Conquista
352,0.008052523000515066,Força Bruta
352,0.0011269759997958317,Divisão e Conquista
352,0.006877779000205919,Força Bruta
352,0.0010815240020747297,Divisão e Conquista
352,0.00726106199726928,Força Bruta
352,0.0010752039997896645,Divisão e Conquista
352,0.0067831250016752165,Força Bruta
352,0.0010837890004040673,Divisão e Conquista
352,0.007781365999107948,Força Bruta
352,0.0010488430016266648,Divisão e Conquista
352,0.006817753001087112,Força Bruta
352,0.00113509099901421,Divisão e Conquista
352,0.008876310002960963,Força Bruta
352,0.0011152440019941423,Divisão e Conquista
352,0.007061860000248998,Força Bruta
352,0.0029914949991507456,Divisão e Conquista
361,0.00819047199911438,Força Bruta
361,0.0011216349994356278,Divisão e Conquista
361,0.0075642550000338815,Força Bruta
361,0.0011575930002436507,Divisão e Conquista
361,0.007563973998912843,Força Bruta
361,0.0010722639999585226,Divisão e Conquista
361,0.007684601998334983,Força Bruta
361,0.0010724609965109266,Divisão e Conquista
361,0.007331267002882669,Força Bruta
361,0.0011222829998587258,Divisão e Conquista
361,0.008933367000281578,Força Bruta
361,0.0010795929993037134,Divisão e Conquista
361,0.00723213400124223,Força Bruta
361,0.0013305440006661229,Divisão e Conquista
361,0.007452763002220308,Força Bruta
361,0.0010932349978247657,Divisão e Conquista
361,0.008367092999833403,Força Bruta
361,0.0012710810005955864,Divisão e Conquista
361,0.007222101001389092,Força Bruta
361,0.0010833389969775453,Divisão e Conquista
361,0.007920371001091553,Força Bruta
361,0.0011387690028641373,Divisão e Conquista
361,0.007252135001181159,Força Bruta
361,0.0010864679970836733,Divisão e Conquista
361,0.0088452279997,Força Bruta
361,0.0011456560023361817,Divisão e Conquista
370,0.007608841999172,Força Bruta
370,0.001172987002064474,Divisão e Conquista
370,0.008787523001956288,Força Bruta
370,0.0010810649982886389,Divisão e Conquista
370,0.007817398000042886,Força Bruta
370,0.0011200320004718378,Divisão e Conquista
370,0.007667288999073207,Força Bruta
370,0.0011122200012323447,Divisão e Conquista
370,0.007978560999617912,Força Bruta
370,0.001148362996900687,Divisão e Conquista
370,0.007607527000800474,Força Bruta
370,0.001145576999988407,Divisão e Conquista
370,0.007994796997081721,Força Bruta
370,0.0011473480008135084,Divisão e Conquista
370,0.007828557998436736,Força Bruta
370,0.0012420540006132796,Divisão e Conquista
370,0.008874947001459077,Força Bruta
370,0.0011464540002634749,Divisão e Conquista
370,0.010032662998128217,Força Bruta
370,0.001141343000199413,Divisão e Conquista
370,0.007573574999696575,Força Bruta
370,0.0011860720005643088,Divisão e Conquista
370,0.014423846998397494,Força Bruta
370,0.0011150979989906773,Divisão e Conquista
370,0.008100092996755848,Força Bruta
370,0.0011201359993719961,Divisão e Conquista
379,0.00799042700236896,Força Bruta
379,0.0011914999995497055,Divisão e Conquista
379,0.009960567000234732,Força Bruta
379,0.0011371679975127336,Divisão e Conquista
379,0.008108093999908306,Força Bruta
379,0.0011817019985755906,Divisão e Conquista
379,0.008227143000112846,Força Bruta
379,0.0011417770001571625,Divisão e Conquista
379,0.010095749999891268,Força Bruta
379,0.0011478730011731386,Divisão e Conquista
379,0.00799607999942964,Força Bruta
379,0.0011498220010253135,Divisão e Conquista
379,0.009217950002494035,Força Bruta
379,0.0011448209988884628,Divisão e Conquista
379,0.01201581999703194,Força Bruta
379,0.0038210340026125778,Divisão e Conquista
379,0.009775192000233801,Força Bruta
379,0.0011691990002873354,Divisão e Conquista
379,0.008062255998083856,Força Bruta
379,0.0011530140000104439,Divisão e Conquista
379,0.008881568002834683,Força Bruta
379,0.0011106359997938853,Divisão e Conquista
379,0.00804623099975288,Força Bruta
379,0.001295193000260042,Divisão e Conquista
379,0.009010114001284819,Força Bruta
379,0.0011644600017461926,Divisão e Conquista
388,0.008565978998376522,Força Bruta
388,0.0016158590005943552,Divisão e Conquista
388,0.008456363000732381,Força Bruta
388,0.0012394770019454882,Divisão e Conquista
388,0.008765375998336822,Força Bruta
388,0.0011866610002471134,Divisão e Conquista
388,0.00851373199839145,Força Bruta
388,0.0012420359998941422,Divisão e Conquista
388,0.008705694999662228,Força Bruta
388,0.0011876040007336996,Divisão e Conquista
388,0.008720751000510063,Força Bruta
388,0.001196125002024928,Divisão e Conquista
388,0.008434086998022394,Força Bruta
388,0.0011661969983833842,Divisão e Conquista
388,0.010609293000015896,Força Bruta
388,0.0012248150014784187,Divisão e Conquista
388,0.014620010002545314,Força Bruta
388,0.0026924720004899427,Divisão e Conquista
388,0.00966814300045371,Força Bruta
388,0.001227519998792559,Divisão e Conquista
388,0.008477978997689206,Força Bruta
388,0.0011668210026982706,Divisão e Conquista
388,0.008991295002488187,Força Bruta
388,0.0012415519995556679,Divisão e Conquista
388,0.008591255002102116,Força Bruta
388,0.0015895289980107918,Divisão e Conquista
397,0.008810393999738153,Força Bruta
397,0.0012954650010215119,Divisão e Conquista
397,0.0093006860006426,Força Bruta
397,0.0012280609989829827,Divisão e Conquista
397,0.008910540000215406,Força Bruta
397,0.0011867339999298565,Divisão e Conquista
397,0.009102365002036095,Força Bruta
397,0.0012779559983755462,Divisão e Conquista
397,0.009233131997461896,Força Bruta
397,0.0012481189987738617,Divisão e Conquista
397,0.008880461999069666,Força Bruta
397,0.002003426998271607,Divisão e Conquista
397,0.009157177999441046,Força Bruta
397,0.0012622430003830232,Divisão e Conquista
397,0.00992830700124614,Força Bruta
397,0.0013493900005414616,Divisão e Conquista
397,0.008827571000438184,Força Bruta
397,0.0017123770012403838,Divisão e Conquista
397,0.00907813799858559,Força Bruta
397,0.0012374519974400755,Divisão e Conquista
397,0.016199505000258796,Força Bruta
397,0.001212457998917671,Divisão e Conquista
397,0.009268372999940766,Força Bruta
397,0.0012306610005907714,Divisão e Conquista
397,0.008803987002465874,Força Bruta
397,0.0015282919994206168,Divisão e Conquista
406,0.009553192001476418,Força Bruta
406,0.001247383999725571,Divisão e Conquista
406,0.01129305500217015,Força Bruta
406,0.001419341002474539,Divisão e Conquista
406,0.009579784000379732,Força Bruta
406,0.0012974130004295148,Divisão e Conquista
406,0.009251835999748437,Força Bruta
406,0.0012626930001715664,Divisão e Conquista
406,0.00974967900037882,Força Bruta
406,0.0012882689989055507,Divisão e Conquista
406,0.00956109400067362,Força Bruta
406,0.0018316249988856725,Divisão e Conquista
406,0.009321106001152657,Força Bruta
406,0.0013017970013606828,Divisão e Conquista
406,0.00981036600205698,Força Bruta
406,0.001345067001238931,Divisão e Conquista
406,0.009557910001603886,Força Bruta
406,0.0014982680004322901,Divisão e Conquista
406,0.009253264997823862,Força Bruta
406,0.0012684840003203135,Divisão e Conquista
406,0.009922377998009324,Força Bruta
406,0.0012626070019905455,Divisão e Conquista
406,0.00958257500315085,Força Bruta
406,0.0015219810011330992,Divisão e Conquista
406,0.00937983300173073,Força Bruta
406,0.0013297629993758164,Divisão e Conquista
415,0.010301619000529172,Força Bruta
415,0.0012951049975526985,Divisão e Conquista
415,0.010417096000310266,Força Bruta
415,0.0013522199988074135,Divisão e Conquista
415,0.009628801999497227,Força Bruta
415,0.0017203980023623444,Divisão e Conquista
415,0.010023593000369146,Força Bruta
415,0.0012639720007427968,Divisão e Conquista
415,0.010126199998921948,Força Bruta
415,0.0013498549997166265,Divisão e Conquista
415,0.010047118001239141,Força Bruta
415,0.0013161549977667164,Divisão e Conquista
415,0.010029256998677738,Força Bruta
415,0.00134010900001158,Divisão e Conquista
415,0.010504253001272446,Força Bruta
415,0.0016591929997957777,Divisão e Conquista
415,0.0103502230012964,Força Bruta
415,0.0013298369995027315,Divisão e Conquista
415,0.009801715998037253,Força Bruta
415,0.001363142000627704,Divisão e Conquista
415,0.010137532000953797,Força Bruta
415,0.0013591429997177329,Divisão e Conquista
415,0.010094772002048558,Força Bruta
415,0.0016003379969333764,Divisão e Conquista
415,0.009758391002833378,Força Bruta
415,0.0013637989977723919,Divisão e Conquista
424,0.01048606199765345,Força Bruta
424,0.001336260000243783,Divisão e Conquista
424,0.010612563000904629,Força Bruta
424,0.0013927720028732438,Divisão e Conquista
424,0.010554414999205619,Força Bruta
424,0.001494608000939479,Divisão e Conquista
424,0.011148764999234118,Força Bruta
424,0.001576175000082003,Divisão e Conquista
424,0.010701326002163114,Força Bruta
424,0.0014333319995785132,Divisão e Conquista
424,0.012390594998578308,Força Bruta
424,0.001413780999428127,Divisão e Conquista
424,0.010747566000645747,Força Bruta
424,0.001498469999205554,Divisão e Conquista
424,0.010276967001118464,Força Bruta
424,0.0013763200004177634,Divisão e Conquista
424,0.010209814998233924,Força Bruta
424,0.0013968960010970477,Divisão e Conquista
424,0.01067229100226541,Força Bruta
424,0.0013720290007768199,Divisão e Conquista
424,0.012332489000982605,Força Bruta
424,0.001462276002712315,Divisão e Conquista
424,0.01033975500104134,Força Bruta
424,0.0015125019999686629,Divisão e Conquista
424,0.010389841001597233,Força Bruta
424,0.0013691370004380587,Divisão e Conquista
433,0.01153104699915275,Força Bruta
433,0.0014040509995538741,Divisão e Conquista
433,0.011296304001007229,Força Bruta
433,0.0014633229984610807,Divisão e Conquista
433,0.010901959998591337,Força Bruta
433,0.0014792649999435525,Divisão e Conquista
433,0.01085457299996051,Força Bruta
433,0.0017011449999699835,Divisão e Conquista
433,0.010931806998996763,Força Bruta
433,0.0014217989992175717,Divisão e Conquista
433,0.011529887000506278,Força Bruta
433,0.0015447770019818563,Divisão e Conquista
433,0.011199265998584451,Força Bruta
433,0.0014630639998358674,Divisão e Conquista
433,0.011001197002769914,Força Bruta
433,0.001556082999741193,Divisão e Conquista
433,0.010529060000408208,Força Bruta
433,0.0014093389982008375,Divisão e Conquista
433,0.011109875002148328,Força Bruta
433,0.0014940549990569707,Divisão e Conquista
433,0.011072344997955952,Força Bruta
433,0.0013987060010549612,Divisão e Conquista
433,0.010963310000079218,Força Bruta
433,0.0016795840019767638,Divisão e Conquista
433,0.010583313000097405,Força Bruta
433,0.0016617139990557916,Divisão e Conquista
442,0.011404086999391438,Força Bruta
442,0.0015468999990844168,Divisão e Conquista
442,0.011660476000542985,Força Bruta
442,0.0014525250007864088,Divisão e Conquista
442,0.01163998099946184,Força Bruta
442,0.0014997690013842657,Divisão e Conquista
442,0.012137093999626813,Força Bruta
442,0.0014429370021389332,Divisão e Conquista
442,0.01111493799908203,Força Bruta
442,0.0016919529989536386,Divisão e Conquista
442,0.011266121997323353,Força Bruta
442,0.0014582599978893995,Divisão e Conquista
442,0.011653102999844123,Força Bruta
442,0.001599888000782812,Divisão e Conquista
442,0.013200287001382094,Força Bruta
442,0.001491258000896778,Divisão e Conquista
442,0.01221851899754256,Força Bruta
442,0.0015309059999708552,Divisão e Conquista
442,0.011325157000101171,Força Bruta
442,0.0016942570000537671,Divisão e Conquista
442,0.011113697997643612,Força Bruta
442,0.001494652999099344,Divisão e Conquista
442,0.012250689000211423,Força Bruta
442,0.001550203000078909,Divisão e Conquista
442,0.011609501001657918,Força Bruta
442,0.0014097309976932593,Divisão e Conquista
451,0.012372234999929788,Força Bruta
451,0.0015344349994848017,Divisão e Conquista
451,0.01368954799909261,Força Bruta
451,0.0015617440003552474,Divisão e Conquista
451,0.016998302002320997,Força Bruta
451,0.003877492999890819,Divisão e Conquista
451,0.013259479001135333,Força Bruta
451,0.0014866570018057246,Divisão e Conquista
451,0.019095501000265358,Força Bruta
451,0.001513868999609258,Divisão e Conquista
451,0.012283191001188243,Força Bruta
451,0.0015886240034888033,Divisão e Conquista
451,0.011843821001093602,Força Bruta
451,0.0015350930007116403,Divisão e Conquista
451,0.011975380999501795,Força Bruta
451,0.0018035539978882298,Divisão e Conquista
451,0.012132372001360636,Força Bruta
451,0.0015544529996986967,Divisão e Conquista
451,0.011636027000349713,Força Bruta
451,0.001907794998260215,Divisão e Conquista
451,0.011856057000841247,Força Bruta
451,0.0015806039991730358,Divisão e Conquista
451,0.013410089999524644,Força Bruta
451,0.0015111559987417422,Divisão e Conquista
451,0.01200938900001347,Força Bruta
451,0.0015689110005041584,Divisão e Conquista
460,0.01414650899823755,Força Bruta
460,0.001607902999239741,Divisão e Conquista
460,0.012579763999383431,Força Bruta
460,0.0015716460002295207,Divisão e Conquista
460,0.012445221000234596,Força Bruta
460,0.0016013849999580998,Divisão e Conquista
460,0.012542892000055872,Força Bruta
460,0.001990115000808146,Divisão e Conquista
460,0.012240779000421753,Força Bruta
460,0.0015932669994072057,Divisão e Conquista
460,0.01226501999917673,Força Bruta
460,0.0018305550001969095,Divisão e Conquista
460,0.012183481998363277,Força Bruta
460,0.0016507060026924592,Divisão e Conquista
460,0.012592872997629456,Força Bruta
460,0.001618301001144573,Divisão e Conquista
460,0.012569594997330569,Força Bruta
460,0.00157696600217605,Divisão e Conquista
460,0.012497710999014089,Força Bruta
460,0.0018265580001752824,Divisão e Conquista
460,0.012517539002146805,Força Bruta
460,0.001564232003147481,Divisão e Conquista
460,0.012275787998078158,Força Bruta
460,0.0016605899982096162,Divisão e Conquista
460,0.011999367998214439,Força Bruta
460,0.0017838519997894764,Divisão e Conquista
469,0.012660206000873586,Força Bruta
469,0.00166940899725887,Divisão e Conquista
469,0.013030967998929555,Força Bruta
469,0.001740318002703134,Divisão e Conquista
469,0.013178289998904802,Força Bruta
469,0.001568129999213852,Divisão e Conquista
469,0.013362203997530742,Força Bruta
469,0.0017322999992757104,Divisão e Conquista
469,0.012996000998100499,Força Bruta
469,0.0016754179996496532,Divisão e Conquista
469,0.012939498999912757,Força Bruta
469,0.001641797000047518,Divisão e Conquista
469,0.012964555000507971,Força Bruta
469,0.0016486530003021471,Divisão e Conquista
469,0.012884749001386808,Força Bruta
469,0.0019088590015599038,Divisão e Conquista
469,0.01277972900061286,Força Bruta
469,0.0015972030014381744,Divisão e Conquista
469,0.012633037997147767,Força Bruta
469,0.0019194529995729681,Divisão e Conquista
469,0.01309015799779445,Força Bruta
469,0.0016902360002859496,Divisão e Conquista
469,0.013099990999762667,Força Bruta
469,0.0015915109979687259,Divisão e Conquista
469,0.013021866001508897,Força Bruta
469,0.0016586579986324068,Divisão e Conquista
478,0.015104411002539564,Força Bruta
478,0.0016991929987852927,Divisão e Conquista
478,0.013757222997810459,Força Bruta
478,0.0017376190007780679,Divisão e Conquista
478,0.013522460998501629,Força Bruta
478,0.0016647749980620574,Divisão e Conquista
478,0.014203958999132738,Força Bruta
478,0.0017395439972460736,Divisão e Conquista
478,0.013660420998348854,Força Bruta
478,0.0017097329982789233,Divisão e Conquista
478,0.013398693001363426,Força Bruta
478,0.0017667740030447021,Divisão e Conquista
478,0.013315599997440586,Força Bruta
478,0.0018885890021920204,Divisão e Conquista
478,0.015594824999425327,Força Bruta
478,0.001752752999891527,Divisão e Conquista
478,0.014033596999070141,Força Bruta
478,0.0017855660007626284,Divisão e Conquista
478,0.014617605000239564,Força Bruta
478,0.001672755999607034,Divisão e Conquista
478,0.013740133999817772,Força Bruta
478,0.0017296729965892155,Divisão e Conquista
478,0.013658440002473071,Força Bruta
478,0.0016824840022309218,Divisão e Conquista
478,0.013311930000782013,Força Bruta
